id,name,address,postcode,Last Recorded Financial Year,income,expenditure,howHelps,whatDoes,whoHelps,activities,aim,sizeBand,primaryFocus,lsoaCode,lat,lng,imdScore,imdDecile,incomeScore,employmentRate,educationSkillsTrainingScore,healthDeprivation,crimeDeprivation,housingBarriersDeprivation,livingEnvScore,totalPopulation,childPopulation,olderPopulation
288096,THE ST DUNSTAN'S AND ALL SAINTS STEPNEY PRESERVATION TRUST,"ST DUNSTAN'S RECTORY, RECTORY SQUARE, STEPNEY, LONDON",E1 3NQ,31/12/2024,9084.0,0.0,Provides Buildings/facilities/open Space,Religious Activities,The General Public/mankind,"Maintenance and preservation of historic church buildings and associated open spaces in the parish of St Dunstan and All Saint, Stepney","RESTORATION, REPAIR AND UPKEEP OF THE FABRIC AND FIXTURES OF THE CHURCH.",Micro,Religious Activities,E01004290,51.519429,-0.044338,31.305,3.0,0.404,0.154,17.12,0.672,0.646,30.549,33.035,2061.0,363.0,217.0
288149,CHISENHALE DANCE SPACE,"CHISENHALE DANCE SPACE, 64-84 CHISENHALE ROAD, LONDON",E3 5QZ,31/03/2025,243096.0,228493.0,"Makes Grants To Individuals, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science","Children/young People, Other Defined Groups, The General Public/mankind","We support the development of artists, the participation in dance by the community, and the development of cutting edge dance and movement practice and debate. We do this by:
- offering bespoke artistic advice, space and time for professional development, sharings and events.
- running workshops and classes for the diverse communities of East London","TO PROMOTE, MAINTAIN, IMPROVE AND ADVANCE EDUCATION, PARTICULARLY BY THE PRODUCTION AND PERFORMANCE OF DANCE, BALLET AND SIMILAR CHOREOGRAPHIC ARTS, AND THE ENCOURAGEMENT OF THE ARTS, INCLUDING THE ARTS OF DANCE, CHOREOGRAPHY, MUSIC, DRAMA, MIME, SINGING, LITERATURE, SCULPTURE AND PAINTING.",Medium,Arts/culture/heritage/science,E01004234,51.533629,-0.038451,17.914,5.0,0.178,0.083,3.996,-0.71,0.684,25.136,51.652,2574.0,451.0,340.0
288488,SECOND UNIVERSITY HOUSE TRUST,"St. Margarets House, 19 Old Ford Road, LONDON",E2 9PJ,30/09/2024,12391.0,15067.0,Makes Grants To Organisations,General Charitable Purposes,Other Charities Or Voluntary Bodies,General assistance and grants given to small local charitable bodies.,THE RELIEF OF NEED HARDSHIP AND DISTRESS AMONGST THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS WITH SPECIAL CONSIDERATION BEING GIVEN TO THE NEEDS OF THE INHABITANTS OF BETHNAL GREEN AND THE PROVISION IN THE INTERESTS OF SOCIAL WELFARE OF FACILITIES FOR THE EDUCATION AND RECREATION OF SUCH INHABITANTS. (FOR FURTHER DETAILS SEE TRUST DEED.),Small,General Charitable Purposes,E01004198,51.529975,-0.053978,45.952,1.0,0.49,0.254,25.669,1.032,1.031,39.225,34.347,1521.0,271.0,228.0
288889,CARE FOR LIMEHOUSE PARISH CHURCH (ST ANNE'S) COMMERCIAL ROAD TRUST (USUALLY KNOWN AS CARE FOR ST ANNE'S),"5 Newell Street, London",E14 7HP,31/03/2025,63397.0,125089.0,Provides Buildings/facilities/open Space,"Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind",The restoration and future maintenance of Limehouse Parish Church (St Anne's) Commercial Road E14 as one of the major examples of European baroque architecture.,THE WORK OF CARE FOR ST. ANNE'S NAMELY THE RESTORATION AND FUTURE MAINTENANCE OF LIMEHOUSE PARISH CHURCH (ST. ANNE'S) COMMERCAL ROAD AS ONE OF THE MAJOR EXAMPLES OF EUROPEAN BAROQUE ARCHITECTURE.,Small,Environment/conservation/heritage,E01035691,51.511522,-0.031331,14.365,6.0,0.182,0.054,9.59,-0.444,0.502,27.315,27.615,1982.0,255.0,67.0
289827,TOWER HAMLETS COMMUNITY TRANSPORT,"Tower Hamlets Community Transport, 27 Newell Street, LONDON",E14 7HP,31/03/2025,84662.0,35993.0,"Provides Human Resources, Provides Services",General Charitable Purposes,"Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies",Provision of transport resources to charitable and voluntary organisations working to support the needs of disadvantaged individuals and communities resident in the London Borough of Tower Hamlets,"TO PROMOTE THE EDUCATION AND RELIEVE THE NEED, HARDSHIP, DISTRESS SICKNESS AND MENTAL OR PHYSICAL HANDICAP OF PERSONS RESIDENT OR WORKING IN THE LONDON BOROUGH OF TOWER HAMLETS AND ITS SURROUNDING DISTRICTS, INCLUDING BUT WITHOUT LIMITATION BY (1) PROVIDING TRANSPORT FOR SUCH PERSONS OR FOR THE REMOVAL AND STORAGE OF THEIR GOODS AND CHATTLES; (2)PROVIDING PASSENGER TRANSPORT FOR STATUTORY AUTHORITIES OR VOLUNTARY ORGANISATIONS THAT ARE ENGAGED IN PROMOTING SUCH EDUCATION AND PROVIDING SUCH RELIEF.",Small,General Charitable Purposes,E01035691,51.511522,-0.031331,14.365,6.0,0.182,0.054,9.59,-0.444,0.502,27.315,27.615,1982.0,255.0,67.0
290087,HISTORY OF WAPPING TRUST,"The Turks Head, 1 Green Bank, Wapping, London",E1W 2PA,31/12/2024,1244.0,1261.0,Other Charitable Activities,Environment/conservation/heritage,The General Public/mankind,"History walks and talks.
Books on local history and Christmas Cards in the area of Wapping and Shadwell, east London.",TO ADVANCE PUBLIC EDUCATION BY PROMOTING THE STUDY OF SOCIAL HISTORY IN WAPPING AND PARTICULARLY THROUGH THE ESTABLISHMENT OF A LOCAL HISTORY MUSEUM WITHIN THE WAPPING AREA.,Micro,Environment/conservation/heritage,E01004291,51.504234,-0.061272,11.483,7.0,0.163,0.063,4.007,-0.43,0.102,16.763,34.375,1906.0,197.0,240.0
293475,E L M V SHADWELL BASIN PROJECT,"3-4 SHADWELL PIERHEAD, GLAMIS ROAD, LONDON",E1W 3TD,31/03/2025,311001.0,334357.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","Education/training, The Prevention Or Relief Of Poverty, Amateur Sport, Recreation","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind",The Charity operates an activities Centre which is based in the London Borough of Tower Hamlets on the banks of the River Thames. The principal activity is the provision of facilities for watersports and other adventurous activities for the whole community.,TO ADVANCE THE EDUCATION OF YOUNG PEOPLE RESIDENT IN THE LONDON BOROUGH OF TOWER HAMLETS BY THE PROVISION OF VOCATIONAL TRAINING AND TRAINING IN THE PRINCIPLES OF GOOD CITIZENSHIP IN ORDER TO PROMOTE THEIR PHYSICAL AND MENTAL DEVELOPMENT AND PROVIDE TRAINING IN THE SKILLS NEEDED FOR LIFE; AND TO PROVIDE IN THE INTERESTS OF SOCIAL WELFARE FACILITIES FOR WATER RELATED RECREATION AND OTHER LEISURE-TIME OCCUPATIONS BEING FACILITIES WHICH ARE PRIMARILY INTENDED FOR THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS AND ARE PROVIDED WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR SUCH INHABITANTS BUT WHICH SUBJECT THERETO SHALL BE AVAILABLE TO THE MEMBERS OF THE PUBLIC AT LARGE.,Medium,Recreation,E01004303,51.508339,-0.050159,32.13,3.0,0.431,0.172,18.077,0.251,0.498,35.925,30.68,2911.0,617.0,287.0
297038,CELESTIAL CHURCH OF CHRIST-STRATFORD PARISH,"7 KILNER STREET, LONDON",E14 7BD,31/03/2025,4772.0,5668.0,Makes Grants To Individuals,"General Charitable Purposes, Religious Activities","Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","The Charity's main activities included the furtherance of the Christian faith following the doctrines advocated by the CelestialChurch of Christ,the care of elderly persons and engagement in other charitable activities",TO ADVANCE THE CHRISTIAN RELIGION BY PROPAGATING THE DOCTRINES OF CELESTIAL CHURCH OF CHRIST THROUGHOUT THE UK AND IRELAND AS ESPOUSED BY OUR LORD JESUS CHRIST.,Micro,Religious Activities,E01004272,51.517144,-0.023363,41.976,2.0,0.575,0.197,23.659,0.666,0.682,39.522,25.386,2676.0,646.0,195.0
297771,STEPNEY COMMUNITY TRUST,"STEPNEY COMMUNITY TRUST, 46 MYRDLE STREET, LONDON",E1 1HL,31/03/2025,115886.0,81525.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Other Charitable Purposes","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Offer Employment advice and guidance, IT training, Job-search, women development and counselling, healthy living, ESOL and other activities to benefit the local community at large.","TO PROMOTE THE BENEFIT OF THE INHABITANTS OF STEPNEY IN THE LONDON BOROUGH OF TOWER HAMLETS AND THE SURROUNDING AREA WITHOUT DISTINCTION OF SEX OR OF POLITICAL OR RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING LOCAL AUTHORITIES IN A COMMON EFFORT TO RELIEVE POVERTY, ADVANCE EDUCATION, PRESERVE AND PROTECT HEALTH AND PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS. 2. TO ESTABLISH OR TO SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE IN THE LONDON BOROUGH OF TOWER HAMLETS, IN STEPNEY AND TO MAINTAIN AND MANAGE OR TO CO-OPERATE WITH ANY LOCAL STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A COMMUNITY CENTRE. 3. TO PROMOTE HIGH STANDARDS OF PLANNING AND ARCHITECTURE IN OR AFFECTING THE AREA OF BENEFIT. 4. TO PROMOTE GOOD RACE RELATIONS IN THE AREA OF BENEFIT BY ENDEAVOURING TO ELIMINATE DISCRIMINATION ON GROUNDS OF RACE AND ENCOURAGING EQUALITY OF OPPORTUNITY BETWEEN PERSONS OF DIFFERENT RACIAL GROUPS.",Medium,Other Charitable Purposes,E01035686,51.515464,-0.063331,32.731,3.0,0.421,0.121,15.636,0.329,0.792,39.48,44.652,1892.0,252.0,49.0
299536,SPITALFIELDS FARM ASSOCIATION LIMITED,"BUXTON STREET, LONDON",E1 5AR,31/03/2025,591338.0,484850.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Animals, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind",Spitalfields City Farm is an inner-city farm for the benefit of the inhabitants of Spitalfields and the surrounding neighbourhood. The Farm provides education and volunteering activities for the community.,TO PROMOTE THE BENEFIT OF THE INHABITANTS. TO ADVANCE THE EDUCATION OF THE INHABITANTS. TO PROMOTE CARE AND CONSIDERATION FOR ANIMALS. TO PROVIDE TRAINING FOR THE NEEDY OR HANDICAPPED. TO PROVIDE RIDING FACILITIES FOR THE HANDICAPPED.,Medium,Animals,E01035668,51.521747,-0.064837,33.397,3.0,0.372,0.165,12.658,0.884,1.246,30.085,33.281,2054.0,234.0,141.0
299843,NEIGHBOURS IN POPLAR,"113 Poplar High Street, London",E14 0AE,31/03/2025,320030.0,301185.0,"Provides Services, Provides Advocacy/advice/information",Disability,"Children/young People, Elderly/old People, People With Disabilities",Provides care and welfare to persons in need through the provision of amenities and recreation and leisure activities in the interests of social welfare.,"TO PROVIDE CARE AND WELFARE TO PERSONS IN NEED, HARDSHIP OR DISTRESS IN POPLAR THROUGH THE PROVISION OF AMENITIES AND RECREATION AND LEISURE FACILITIES IN THE INTEREST OF SOCIAL WELFARE, IN PARTICULAR BUT NO EXCLUSIVELY, TO CHILDREN, THE AGED AND MENTALLY AND PHYSICALLY HANDICAPPED PERSONS.",Medium,Disability,E01004257,51.508996,-0.015357,47.337,1.0,0.624,0.214,32.022,0.677,0.656,37.491,38.143,2290.0,547.0,176.0
303251,POPLAR BLACKWALL & DISTRICT ROWING CLUB,"The Boathouse, Ferry Street, LONDON",E14 3DT,31/12/2024,129466.0,112906.0,"Provides Buildings/facilities/open Space, Provides Services","Education/training, The Advancement Of Health Or Saving Of Lives, Amateur Sport, Recreation","Children/young People, The General Public/mankind","Teaching juniors and adults to row with the aim of increasing their fitness and taking part in competition. The club is nationally competitive in junior, senior and veteran classifications both male and female. The club also provides for non-competitive members.The charity achieves these aims by the provision of all the necessary equipment such as boats, a gymnasium and volunteer coaches.",THE PROMOTION OF COMMUNITY PARTICIPATION IN HEALTHY RECREATION BY THE PROVISION OF FACILITIES AND COACHING FOR ROWING,Medium,Recreation,E01004217,51.486412,-0.012536,26.389,4.0,0.293,0.137,16.129,0.127,0.921,37.13,21.615,2219.0,407.0,356.0
307908,SAMUEL BUTLER'S EDUCATIONAL FOUNDATION,"37 KENILWORTH ROAD, BOW, LONDON",E3 5RH,31/03/2025,21756.0,28244.0,Makes Grants To Organisations,Education/training,Children/young People,"The promotion of education of young persons, in need of financial assistance, who are or have been for not less than two years resident or at a county or voluntary school in the area of benefit, being parishes covering mostly Tower Hamlets.","IN AWARDING TO BENEFICIARIES, EXHIBITIONS, SCHOLARSHIPS, BURSARIES OR MAINTENANCE ALLOWANCES, TENABLE AT ANY SCHOOL, UNIVERSITY, OR OTHER PLACE OF LEARNING APPROVED BY THE TRUSTEES. IN AWARDING SCHOLARSHIPS OR MAINTENANCE ALLOWANCES TO ENABLE BENEFICIARIES WHO ARE RESIDENT IN THE PARISHES OF CHRISTCHURCH WITH ALL SAINTS, SPITALFIELDS. ST.ANN, LIMEHOUSE. ST.DUNSTAN AND ALL SAINTS, STEPNEY. ST.AUGUSTINE WITH ST.PHILLIP, STEPNEY. ST.GEORGE IN THE EAST WITH CHRISTCHURCH AND ST.JOHN. ST.LEONARD, SHOREDITCH. ST.MATTHEW, BETHNAL GREEN. ST.PAUL, COVENT GARDEN. ST.PAUL WITH ST.MARK, WHITECHAPEL. ST.PAUL, SHADWELL WITH ST.JAMES, RATCLIFFE. ST.PETER, LONDON DOCKS WITH ST.JOHN OF WAPPING. ST.BOTOLPH WITHOUT ALDGATE AND HOLY TRINITIES, MINORIES. ST.BOTOLPH WITHOUT BISHOPSGATE AND THE UNITED PARISH OF SANDWICH IN THE COUNTY OF KENT TO TRAVEL ABROAD TO PURSUE THEIR EDUCATION.",Small,Education/training,E01004234,51.532037,-0.040063,17.914,5.0,0.178,0.083,3.996,-0.71,0.684,25.136,51.652,2574.0,451.0,340.0
312296,GREENCOAT AND OTHER BETHNAL GREEN EDUCATIONAL CHARITIES,"37 KENILWORTH ROAD, LONDON",E3 5RH,31/10/2024,4096.0,4211.0,Makes Grants To Organisations,Education/training,Children/young People,To provide financial support to schools in Bethnal Green,SEE INDIVIDUAL CONSTITUENTS,Micro,Education/training,E01004234,51.532037,-0.040063,17.914,5.0,0.178,0.083,3.996,-0.71,0.684,25.136,51.652,2574.0,451.0,340.0
312343,RICHARD GREEN'S ST.  MATTHIAS BEQUEST,"St. Michael's Vicarage, 164 St. Leonards Road, Poplar, LONDON",E14 6PW,31/12/2024,4369.0,0.0,"Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, Religious Activities",Other Defined Groups,"Gives small grants and loansfor educational purposes and/or training to individuals in financial need, resident in or studying in the area of Poplar and also to educational or training organisations working within Poplar. In addition to make grants or loans to individuals or organisations for religious education according to the principles of the Church of England within Poplar.","TO MAKE GRANT AND LOANS FOR EDUCATIONAL PURPOSES AND/OR TRAINING TO INDIVIDUALS IN FINANCIAL NEED, RESIDENT IN OR STUDYING IN THE AREA OF POPLAR AND ALSO TO EDUCATIONAL OR TRAINING ORGANISATIONS WORKING WITHIN POPLAR. IN ADDITION TO MAKE GRANTS OR LOANS TO INDIVIDUALS OR ORGANISATIONS FOR RELIGIOUS EDUCATION ACCORDING TO THE PRINCIPLES OF THE CHURCH OF ENGLAND WITHIN THE BOUNDARIES OF THE PARISH OF POPLAR",Micro,Religious Activities,E01004249,51.516896,-0.012433,45.539,1.0,0.584,0.242,31.901,0.313,0.638,40.54,32.262,2421.0,589.0,265.0
801587,THE ST PAUL'S ARTS TRUST,"The Space, 269 Westferry Road, LONDON",E14 3RS,31/03/2025,120482.0,120442.0,"Provides Buildings/facilities/open Space, Provides Services",Arts/culture/heritage/science,The General Public/mankind,Provision of arts and community activities for people in Tower Hamlets and beyond.,(A) TO ESTABLISH A COMMUNITY CENTRE FOR THE BENEFIT OF THE INHABITANTS OF THE ISLE OF DOGS AND ITS NEIGHOURHOOD WITHOUT DISTINCTION OF SEX OR POLITICAL OR RELIGIOUS OR OTHER OPINIONS FOR THE ADVANCEMENT OF EDUCATION AND THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS. (B) TO PROMOTE AND ENCOURAGE AMONG THE SAID INHABITANTS TO MUSICAL VISUAL DRAMTIC AND CINEMATIC ARTS.,Medium,Arts/culture/heritage/science,E01032783,51.492167,-0.024199,24.849,4.0,0.339,0.13,13.929,0.282,0.427,31.926,22.352,1310.0,166.0,150.0
801774,GREEN CANDLE DANCE COMPANY LIMITED,"OXFORD HOUSE, DERBYSHIRE STREET, LONDON",E2 6HG,31/03/2023,48002.0,48095.0,Provides Services,"Education/training, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","The principal object of the Company continues to be to bring dance as performance and as practice to all sections of the community, particularly to those with least access to it; to promote, maintain and advance education and to actively promote the social inclusion of people commonly excluded from full social inclusion by involving people in dance and the encouragement of the art of dance.","TO PROMOTE, MAINTAIN, IMPROVE AND ADVANCE EDUCATION PARTICULARLY BY INVOLVING PEOPLE IN DANCE AND THE ENCOURAGEMENT OF THE ART OF DANCE AND TO FORMULATE, PREPARE AND ESTABLISH SCHEMES THEREFORE PROVIDED THAT ALL OBJECTS OF THE COMPANY SHALL BE OF A CHARITABLE NATURE.",Small,Arts/culture/heritage/science,E01004211,51.526368,-0.061484,34.692,2.0,0.34,0.137,9.189,0.319,1.358,36.934,63.516,1617.0,222.0,123.0
802051,STEPNEY HISTORICAL TRUST,"204, SHIPWRIGHT HOUSE, 14 BOULCOTT STREET, LONDON",E1 0HR,31/03/2024,333.0,162.0,Provides Advocacy/advice/information,Education/training,"Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Current classifications education /training 102201 Children/young people202 Elderly/ Old people204 People of particular ethnic or racilal origins207 General public/ Mankind307 Provides advocacy/advice/ information.",TO ADVANCE PUBLIC EDUCATION IN THE HISTORY OF STEPNEY AND SURROUNDING AREA.,Micro,Education/training,E01032769,51.512569,-0.042268,23.07,4.0,0.276,0.09,8.093,0.329,1.131,26.937,33.595,1368.0,183.0,125.0
802597,STEP FORWARD (TOWER HAMLETS),"STEP FORWARD, 234 BETHNAL GREEN ROAD, LONDON",E2 0AA,31/03/2024,428076.0,533599.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty",Children/young People,"We aim to improve the quality of the lives of children and young people aged 11-25  who are affected by poverty and disadvantage to support them to make realistic and long-term changes. We provide an innovative range of services to young people from all communities including free, independent and confidential information, counselling and personal development activities.","(I) TO PROMOTE THE RELIEF OF SUFFERING CAUSED BY MENTAL OR PHYSICAL ILL HEALTH, OR BY SOCIAL OR ECONOMIC CIRCUMSTANCES AMONG YOUNG PEOPLE IN TOWER HAMLETS AND THE SURROUNDING AREA, BY ESTABLISHING, MAINTAINING AND DEVELOPING A MULTI-CULTURAL COUNSELLING SERVICE IN TOWER HAMLETS FOR THE GIVING OF INDIVIDUAL OR GROUP INFORMATION, ADVICE AND COUNSELLING TO ALL YOUNG PEOPLE REGARDLESS OF SEX, DISABILITY, ETHNIC ORIGIN, SEXUAL ORIENTATION OR RELIGIOUS OR POLITICAL AFFILIATION. (II) TO OPEN AND MAINTAIN A CENTRE OR CENTRES WHERE YOUNG PEOPLE ARE WELCOME TO CALL IN OR TELEPHONE.",Medium,The Advancement Of Health Or Saving Of Lives,E01004313,51.526053,-0.066904,37.223,2.0,0.505,0.166,19.383,0.446,0.766,34.235,41.577,2156.0,398.0,144.0
